id_custo,id_processo,tipo_custo,valor_brl
133,22,Seguro,63529.17
134,22,Imposto Importação,841806.01
135,22,ICMS,1061579.25
136,22,Armazenagem,4216.19
137,22,Despachante,3391.54
138,23,Frete Internacional,15556.87
139,23,Seguro,5993.09
140,23,Imposto Importação,138681.14
141,23,ICMS,135050.28
142,23,Armazenagem,1701.13
143,23,Despachante,1339.36
144,24,Frete Internacional,69022.97
145,24,Seguro,9896.6
146,24,Imposto Importação,97333.39
147,24,ICMS,119729.41
148,24,Armazenagem,2622.97
149,24,Demurrage,7654.46
150,24,Despachante,2817.3
151,25,Frete Internacional,130615.12
152,25,Seguro,6085.16
153,25,Imposto Importação,159518.04
154,25,ICMS,137522.56
155,25,Armazenagem,2391.81
156,25,Despachante,4117.83
157,26,Frete Internacional,233060.32
158,26,Seguro,29643.31
159,26,Imposto Importação,718746.07
160,26,ICMS,620229.08
161,26,Armazenagem,3060.08
162,26,Despachante,3360.88
163,27,Frete Internacional,66815.37
164,27,Seguro,12416.35
165,27,Imposto Importação,110090.99
166,27,ICMS,166452.76
167,27,Armazenagem,1650.23
168,27,Demurrage,2490.8
169,27,Despachante,4761.4
170,28,Frete Internacional,60974.74
171,28,Seguro,15068.73
172,28,Imposto Importação,330548.73
173,28,ICMS,300104.91
174,28,Armazenagem,3240.34
175,28,Demurrage,5457.27
176,28,Despachante,4607.68
183,30,Frete Internacional,412.0
184,30,Seguro,62.42
185,30,Imposto Importação,1104.5
186,30,ICMS,1394.71
187,30,Armazenagem,4226.97
188,30,Despachante,3152.35
189,31,Frete Internacional,2186.65
190,31,Seguro,95.74
191,31,Imposto Importação,4165.96
192,31,ICMS,3628.33
193,31,Armazenagem,3912.12
194,31,Demurrage,823.96
195,31,Despachante,2062.39
196,32,Frete Internacional,286923.01
197,32,Seguro,24295.76
198,32,Imposto Importação,453573.98
199,32,ICMS,417407.36
200,32,Armazenagem,953.48
201,32,Despachante,1637.18
208,34,Frete Internacional,210148.76
209,34,Seguro,42603.47
210,34,Imposto Importação,789825.28
211,34,ICMS,819861.06
212,34,Armazenagem,4279.76
213,34,Despachante,4479.31
226,37,Frete Internacional,112058.73
227,37,Seguro,2765.2
228,37,Imposto Importação,81028.13
229,37,ICMS,96615.34
230,37,Armazenagem,2024.16
231,37,Despachante,4543.45
232,38,Frete Internacional,437511.19
233,38,Seguro,35832.68
234,38,Imposto Importação,316000.91
235,38,ICMS,644656.48
236,38,Armazenagem,1407.0
237,38,Despachante,4486.38
245,40,Frete Internacional,591.24
246,40,Seguro,340.55
247,40,Imposto Importação,5495.93
248,40,ICMS,4547.45
249,40,Armazenagem,2162.13
250,40,Despachante,4690.5
258,42,Frete Internacional,46234.9
259,42,Seguro,4060.31
260,42,Imposto Importação,50047.53
261,42,ICMS,65205.48
262,42,Armazenagem,629.92
263,42,Despachante,2341.44
264,43,Frete Internacional,96360.46
265,43,Seguro,11995.99
266,43,Imposto Importação,130667.15
267,43,ICMS,194524.29
268,43,Armazenagem,719.65
269,43,Despachante,4670.68
270,44,Frete Internacional,17724.41
271,44,Seguro,7621.48
272,44,Imposto Importação,157737.45
273,44,ICMS,162301.19
274,44,Armazenagem,1859.76
275,44,Despachante,1467.83
282,46,Frete Internacional,21415.71
283,46,Seguro,2006.36
284,46,Imposto Importação,35118.3
285,46,ICMS,28599.89
286,46,Armazenagem,3906.28
287,46,Despachante,1542.57
288,47,Frete Internacional,94893.07
289,47,Seguro,12610.65
290,47,Imposto Importação,352797.73
291,47,ICMS,247583.87
292,47,Armazenagem,1349.24
293,47,Despachante,2033.47
300,49,Frete Internacional,19926.84
301,49,Seguro,6946.36
302,49,Imposto Importação,84361.69
303,49,ICMS,111696.22
304,49,Armazenagem,1690.18
305,49,Despachante,3908.29
306,50,Frete Internacional,2745941.44
307,50,Seguro,89717.31
308,50,Imposto Importação,1030859.19
309,50,ICMS,1260499.96
310,50,Armazenagem,2364.29
311,50,Demurrage,1294.98
312,50,Despachante,6001.24
313,51,Frete Internacional,18002.02
314,51,Seguro,816.27
315,51,Imposto Importação,23075.36
316,51,ICMS,24910.82
317,51,Armazenagem,1944.51
318,51,Despachante,2151.42
319,52,Frete Internacional,1057577.16
320,52,Seguro,50134.33
321,52,Imposto Importação,1035180.61
322,52,ICMS,737710.12
323,52,Armazenagem,1760.28
324,52,Despachante,4222.99
325,53,Frete Internacional,84594.56
326,53,Seguro,7592.13
327,53,Imposto Importação,68833.55
328,53,ICMS,111703.62
329,53,Armazenagem,3332.65
330,53,Despachante,4646.25
331,54,Frete Internacional,4746.87
332,54,Seguro,381.29
333,54,Imposto Importação,9382.1
334,54,ICMS,5679.42
335,54,Armazenagem,2591.9
336,54,Despachante,4060.78
337,55,Frete Internacional,56062.0
338,55,Seguro,3308.41
339,55,Imposto Importação,87640.92
340,55,ICMS,74320.83
341,55,Armazenagem,1344.03
342,55,Despachante,1892.9
343,56,Frete Internacional,42546.94
344,56,Seguro,11123.88
345,56,Imposto Importação,211705.84
346,56,ICMS,256015.54
347,56,Armazenagem,4142.98
348,56,Demurrage,2871.17
349,56,Despachante,2096.51
356,58,Frete Internacional,1090981.34
357,58,Seguro,47237.5
358,58,Imposto Importação,748013.32
359,58,ICMS,1027812.16
360,58,Armazenagem,4594.92
361,58,Demurrage,5631.37
362,58,Despachante,2179.86
370,60,Frete Internacional,311370.19
371,60,Seguro,37622.09
372,60,Imposto Importação,678020.51
373,60,ICMS,693248.71
374,60,Armazenagem,555.04
375,60,Demurrage,2285.6
376,60,Despachante,1719.78
377,61,Frete Internacional,113186.78
378,61,Seguro,13102.99
379,61,Imposto Importação,234745.57
380,61,ICMS,177733.99
381,61,Armazenagem,2144.51
382,61,Despachante,3649.13
383,62,Frete Internacional,150712.3
384,62,Seguro,8859.65
385,62,Imposto Importação,246584.98
386,62,ICMS,209015.73
387,62,Armazenagem,1912.71
388,62,Despachante,4289.21
389,63,Frete Internacional,2189156.48
390,63,Seguro,93092.24
391,63,Imposto Importação,2279280.55
392,63,ICMS,1719148.71
393,63,Armazenagem,2262.67
394,63,Despachante,2302.27
395,64,Frete Internacional,1221330.85
396,64,Seguro,37987.75
397,64,Imposto Importação,604551.84
398,64,ICMS,539247.01
399,64,Armazenagem,1315.36
400,64,Demurrage,2867.91
401,64,Despachante,2220.41
402,65,Frete Internacional,30622.2
403,65,Seguro,4191.88
404,65,Imposto Importação,56478.96
405,65,ICMS,68440.47
406,65,Armazenagem,761.18
407,65,Despachante,2291.5
420,68,Frete Internacional,10332.46
421,68,Seguro,1821.47
422,68,Imposto Importação,39597.38
423,68,ICMS,50237.91
424,68,Armazenagem,1519.24
425,68,Demurrage,7006.42
426,68,Despachante,3059.33
433,70,Frete Internacional,29736.05
434,70,Seguro,1556.94
435,70,Imposto Importação,25602.88
436,70,ICMS,22877.42
437,70,Armazenagem,2797.65
438,70,Despachante,4518.58
445,72,Frete Internacional,5246.39
446,72,Seguro,199.62
447,72,Imposto Importação,5135.63
448,72,ICMS,6294.9
449,72,Armazenagem,1725.35
450,72,Despachante,2104.2
451,73,Frete Internacional,3981.04
452,73,Seguro,1013.35
453,73,Imposto Importação,18129.43
454,73,ICMS,18680.85
455,73,Armazenagem,4342.62
456,73,Despachante,2484.8
457,74,Frete Internacional,130509.92
458,74,Seguro,12989.75
459,74,Imposto Importação,269745.28
460,74,ICMS,201384.6
461,74,Armazenagem,3931.19
462,74,Despachante,3932.14
463,75,Frete Internacional,13663.42
464,75,Seguro,4179.42
465,75,Imposto Importação,69277.58
466,75,ICMS,80875.15
467,75,Armazenagem,3258.92
468,75,Demurrage,7250.66
469,75,Despachante,2032.7
470,76,Frete Internacional,24860.64
471,76,Seguro,387.19
472,76,Imposto Importação,8889.72
473,76,ICMS,12341.31
474,76,Armazenagem,790.42
475,76,Despachante,4713.34
476,77,Frete Internacional,45407.38
477,77,Seguro,1407.02
478,77,Imposto Importação,46634.31
479,77,ICMS,36825.47
480,77,Armazenagem,1331.14
481,77,Despachante,5857.19
482,78,Frete Internacional,1740393.9
483,78,Seguro,223914.33
484,78,Imposto Importação,2949651.79
485,78,ICMS,3254180.41
486,78,Armazenagem,4072.41
487,78,Demurrage,7449.68
488,78,Despachante,3402.39
489,79,Frete Internacional,37952.92
490,79,Seguro,1761.2
491,79,Imposto Importação,44539.33
492,79,ICMS,48349.63
493,79,Armazenagem,6379.63
494,79,Despachante,3787.74
501,81,Frete Internacional,320849.7
502,81,Seguro,105142.45
503,81,Imposto Importação,871577.21
504,81,ICMS,1422979.58
505,81,Armazenagem,1417.32
506,81,Despachante,1200.33
513,83,Frete Internacional,22961.02
514,83,Seguro,2027.86
515,83,Imposto Importação,22389.69
516,83,ICMS,36772.53
517,83,Armazenagem,1436.88
518,83,Demurrage,2091.62
519,83,Despachante,4178.2
527,85,Frete Internacional,74398.61
528,85,Seguro,4773.96
529,85,Imposto Importação,81363.8
530,85,ICMS,80771.92
531,85,Armazenagem,3340.94
532,85,Demurrage,5753.0
533,85,Despachante,5461.34
564,91,Frete Internacional,591369.86
565,91,Seguro,66473.33
566,91,Imposto Importação,644218.74
567,91,ICMS,856857.06
568,91,Armazenagem,3590.23
569,91,Despachante,1527.69
570,92,Frete Internacional,14934.71
571,92,Seguro,869.62
572,92,Imposto Importação,7982.4
573,92,ICMS,10331.01
574,92,Armazenagem,5172.02
575,92,Despachante,5571.58
576,93,Frete Internacional,695726.49
577,93,Seguro,10103.55
578,93,Imposto Importação,222995.04
579,93,ICMS,229754.84
580,93,Armazenagem,5650.23
581,93,Demurrage,2094.51
582,93,Despachante,5658.74
583,94,Frete Internacional,47060.68
584,94,Seguro,2249.77
585,94,Imposto Importação,32695.68
586,94,ICMS,65131.69
587,94,Armazenagem,2674.68
588,94,Demurrage,4680.82
589,94,Despachante,1500.84
590,95,Frete Internacional,2620.25
591,95,Seguro,483.13
592,95,Imposto Importação,11328.35
593,95,ICMS,15560.85
594,95,Armazenagem,3812.44
595,95,Demurrage,4331.66
596,95,Despachante,4216.45
597,96,Frete Internacional,34996.96
598,96,Seguro,9089.44
599,96,Imposto Importação,144311.98
600,96,ICMS,110412.22
601,96,Armazenagem,1091.29
602,96,Despachante,2719.64
609,98,Frete Internacional,20380.63
610,98,Seguro,1331.27
611,98,Imposto Importação,27091.96
612,98,ICMS,52015.91
613,98,Armazenagem,596.83
614,98,Despachante,1309.25
633,102,Frete Internacional,110285.33
634,102,Seguro,6976.84
635,102,Imposto Importação,192461.89
636,102,ICMS,170481.28
637,102,Armazenagem,3172.57
638,102,Despachante,2233.86
645,104,Frete Internacional,6333.92
646,104,Seguro,1280.53
647,104,Imposto Importação,39147.64
648,104,ICMS,36011.48
649,104,Armazenagem,2896.85
650,104,Demurrage,2681.25
651,104,Despachante,2084.21
652,105,Frete Internacional,65180.29
653,105,Seguro,2839.4
654,105,Imposto Importação,52037.87
655,105,ICMS,63669.56
656,105,Armazenagem,3930.21
657,105,Despachante,4194.85
658,106,Frete Internacional,37139.17
659,106,Seguro,1343.55
660,106,Imposto Importação,29055.62
661,106,ICMS,34575.93
662,106,Armazenagem,2679.84
663,106,Despachante,3273.87
664,107,Frete Internacional,169971.07
665,107,Seguro,4964.0
666,107,Imposto Importação,60372.16
667,107,ICMS,59152.21
668,107,Armazenagem,3357.15
669,107,Despachante,1390.93
683,110,Frete Internacional,31057.84
684,110,Seguro,1675.34
685,110,Imposto Importação,42318.5
686,110,ICMS,29934.0
687,110,Armazenagem,4084.76
688,110,Despachante,1583.27
689,111,Frete Internacional,734800.14
690,111,Seguro,14473.51
691,111,Imposto Importação,436005.14
692,111,ICMS,311554.71
693,111,Armazenagem,4293.78
694,111,Despachante,4551.24
695,112,Frete Internacional,20140.73
696,112,Seguro,1397.32
697,112,Imposto Importação,34146.18
698,112,ICMS,30175.23
699,112,Armazenagem,756.66
700,112,Despachante,1757.5
701,113,Frete Internacional,17096.96
702,113,Seguro,2508.67
703,113,Imposto Importação,40431.83
704,113,ICMS,36087.03
705,113,Armazenagem,1183.48
706,113,Despachante,3610.18
707,114,Frete Internacional,244635.99
708,114,Seguro,14997.23
709,114,Imposto Importação,204540.15
710,114,ICMS,277928.03
711,114,Armazenagem,2179.2
712,114,Despachante,2525.72
720,116,Frete Internacional,559575.57
721,116,Seguro,28437.96
722,116,Imposto Importação,304067.13
723,116,ICMS,338829.81
724,116,Armazenagem,3501.17
725,116,Despachante,4318.58
726,117,Frete Internacional,7767.67
727,117,Seguro,885.55
728,117,Imposto Importação,13172.45
729,117,ICMS,19674.21
730,117,Armazenagem,1859.72
731,117,Despachante,2257.8
750,121,Frete Internacional,1231907.17
751,121,Seguro,48197.39
752,121,Imposto Importação,395311.74
753,121,ICMS,729678.95
754,121,Armazenagem,650.16
755,121,Despachante,1407.08
756,122,Frete Internacional,7383517.4
757,122,Seguro,75919.02
758,122,Imposto Importação,2440212.58
759,122,ICMS,1702386.86
760,122,Armazenagem,5340.28
761,122,Despachante,5437.5
775,125,Frete Internacional,6386.21
776,125,Seguro,742.25
777,125,Imposto Importação,8512.81
778,125,ICMS,10912.44
779,125,Armazenagem,2119.98
780,125,Despachante,2012.58
799,129,Frete Internacional,335995.24
800,129,Seguro,26301.34
801,129,Imposto Importação,240260.85
802,129,ICMS,328281.12
803,129,Armazenagem,4333.18
804,129,Despachante,2703.73
823,133,Frete Internacional,45076.75
824,133,Seguro,4518.08
825,133,Imposto Importação,58203.24
826,133,ICMS,78157.76
827,133,Armazenagem,2409.39
828,133,Despachante,3311.61
829,134,Frete Internacional,2630449.78
830,134,Seguro,158414.76
831,134,Imposto Importação,2192856.37
832,134,ICMS,3565794.79
833,134,Armazenagem,4266.4
834,134,Despachante,3021.07
835,135,Frete Internacional,38988.59
836,135,Seguro,4503.88
837,135,Imposto Importação,71149.28
838,135,ICMS,85869.5
839,135,Armazenagem,868.9
840,135,Despachante,3703.5
853,138,Frete Internacional,284996.63
854,138,Seguro,4346.61
855,138,Imposto Importação,84122.99
856,138,ICMS,147015.4
857,138,Armazenagem,571.88
858,138,Demurrage,2189.16
859,138,Despachante,4764.93
860,139,Frete Internacional,106843.21
861,139,Seguro,23471.15
862,139,Imposto Importação,529343.99
863,139,ICMS,722111.35
864,139,Armazenagem,853.52
865,139,Despachante,1298.17
866,140,Frete Internacional,10318.74
867,140,Seguro,5395.92
868,140,Imposto Importação,83599.68
869,140,ICMS,116253.38
870,140,Armazenagem,899.78
871,140,Despachante,1986.97
878,142,Frete Internacional,99149.49
879,142,Seguro,5738.03
880,142,Imposto Importação,114332.87
881,142,ICMS,135110.59
882,142,Armazenagem,2984.71
883,142,Despachante,4193.01
884,143,Frete Internacional,84880.29
885,143,Seguro,11936.82
886,143,Imposto Importação,95758.9
887,143,ICMS,140977.91
888,143,Armazenagem,2718.12
889,143,Despachante,4746.53
903,146,Frete Internacional,99097.57
904,146,Seguro,8606.02
905,146,Imposto Importação,114622.59
906,146,ICMS,146110.7
907,146,Armazenagem,4235.06
908,146,Demurrage,2883.32
909,146,Despachante,4246.73
910,147,Frete Internacional,37085.0
911,147,Seguro,9471.07
912,147,Imposto Importação,130969.04
913,147,ICMS,131886.87
914,147,Armazenagem,3729.3
915,147,Demurrage,3700.56
916,147,Despachante,3352.26
917,148,Frete Internacional,118523.72
918,148,Seguro,7715.82
919,148,Imposto Importação,87241.08
920,148,ICMS,105279.49
921,148,Armazenagem,5598.42
922,148,Despachante,4633.69
929,150,Frete Internacional,1015328.58
930,150,Seguro,123608.13
931,150,Imposto Importação,1472555.69
932,150,ICMS,2524429.14
933,150,Armazenagem,2817.12
934,150,Despachante,3247.54
935,151,Frete Internacional,460976.69
936,151,Seguro,19554.63
937,151,Imposto Importação,264612.07
938,151,ICMS,381647.92
939,151,Armazenagem,4049.35
940,151,Despachante,4052.27
947,153,Frete Internacional,356861.64
948,153,Seguro,6570.42
949,153,Imposto Importação,84677.31
950,153,ICMS,98995.56
951,153,Armazenagem,6513.77
952,153,Demurrage,5279.97
953,153,Despachante,1667.46
954,154,Frete Internacional,9189.69
955,154,Seguro,460.22
956,154,Imposto Importação,13773.96
957,154,ICMS,12948.57
958,154,Armazenagem,2170.81
959,154,Despachante,3510.97
960,155,Frete Internacional,147709.37
961,155,Seguro,6157.36
962,155,Imposto Importação,158468.63
963,155,ICMS,193175.35
964,155,Armazenagem,2118.66
965,155,Despachante,3084.64
966,156,Frete Internacional,251286.79
967,156,Seguro,8944.77
968,156,Imposto Importação,125498.77
969,156,ICMS,138117.18
970,156,Armazenagem,2580.83
971,156,Despachante,3220.15
972,157,Frete Internacional,63236.55
973,157,Seguro,5479.73
974,157,Imposto Importação,59296.53
975,157,ICMS,62423.39
976,157,Armazenagem,2818.1
977,157,Despachante,4665.57
978,158,Frete Internacional,12192.76
979,158,Seguro,352.63
980,158,Imposto Importação,4650.81
981,158,ICMS,4590.98
982,158,Armazenagem,619.76
983,158,Despachante,4022.67
984,159,Frete Internacional,1889793.64
985,159,Seguro,73731.2
986,159,Imposto Importação,1060491.25
987,159,ICMS,939780.95
988,159,Armazenagem,3143.67
989,159,Demurrage,4764.42
990,159,Despachante,3262.49
991,160,Frete Internacional,101268.75
992,160,Seguro,10456.53
993,160,Imposto Importação,220646.37
994,160,ICMS,153790.07
995,160,Armazenagem,2747.18
996,160,Demurrage,6622.94
997,160,Despachante,1553.71
998,161,Frete Internacional,8701.75
999,161,Seguro,271.78
1000,161,Imposto Importação,4226.76
1001,161,ICMS,4139.64
1002,161,Armazenagem,1754.78
1003,161,Despachante,4525.77
1004,162,Frete Internacional,17953.87
1005,162,Seguro,2771.54
1006,162,Imposto Importação,44685.85
1007,162,ICMS,37117.43
1008,162,Armazenagem,1095.81
1009,162,Despachante,3983.32
1016,164,Frete Internacional,4368.61
1017,164,Seguro,1453.25
1018,164,Imposto Importação,22038.61
1019,164,ICMS,24271.86
1020,164,Armazenagem,4129.36
1021,164,Despachante,4794.4
1022,165,Frete Internacional,2034.73
1023,165,Seguro,347.34
1024,165,Imposto Importação,3710.8
1025,165,ICMS,3876.91
1026,165,Armazenagem,824.86
1027,165,Despachante,3402.8
1028,166,Frete Internacional,71746.13
1029,166,Seguro,6033.67
1030,166,Imposto Importação,47337.76
1031,166,ICMS,100719.19
1032,166,Armazenagem,2000.77
1033,166,Demurrage,5467.65
1034,166,Despachante,1488.38
1041,168,Frete Internacional,108754.71
1042,168,Seguro,4444.86
1043,168,Imposto Importação,68367.8
1044,168,ICMS,74255.36
1045,168,Armazenagem,1074.59
1046,168,Despachante,1993.84
1047,169,Frete Internacional,784901.6
1048,169,Seguro,39391.25
1049,169,Imposto Importação,1328420.29
1050,169,ICMS,1396344.99
1051,169,Armazenagem,1626.0
1052,169,Despachante,3771.54
1053,170,Frete Internacional,58650.27
1054,170,Seguro,1820.24
1055,170,Imposto Importação,45662.69
1056,170,ICMS,61096.71
1057,170,Armazenagem,4778.36
1058,170,Despachante,3172.5
1059,171,Frete Internacional,274553.65
1060,171,Seguro,48771.45
1061,171,Imposto Importação,1901758.22
1062,171,ICMS,1683522.23
1063,171,Armazenagem,3804.02
1064,171,Despachante,4523.12
1065,172,Frete Internacional,612633.28
1066,172,Seguro,23930.99
1067,172,Imposto Importação,538790.93
1068,172,ICMS,348175.17
1069,172,Armazenagem,5416.44
1070,172,Demurrage,7543.34
1071,172,Despachante,4717.28
1072,173,Frete Internacional,278779.75
1073,173,Seguro,8005.96
1074,173,Imposto Importação,70659.25
1075,173,ICMS,100212.22
1076,173,Armazenagem,1285.12
1077,173,Demurrage,7505.98
1078,173,Despachante,3234.87
1079,174,Frete Internacional,101742.02
1080,174,Seguro,2684.14
1081,174,Imposto Importação,90681.21
1082,174,ICMS,68801.21
1083,174,Armazenagem,3553.16
1084,174,Despachante,3732.71
1085,175,Frete Internacional,15455.89
1086,175,Seguro,11456.24
1087,175,Imposto Importação,180824.93
1088,175,ICMS,153799.67
1089,175,Armazenagem,814.38
1090,175,Despachante,2567.39
1091,176,Frete Internacional,12608.68
1092,176,Seguro,5613.35
1093,176,Imposto Importação,136254.32
1094,176,ICMS,136066.0
1095,176,Armazenagem,1771.02
1096,176,Despachante,3166.01
1103,178,Frete Internacional,44020.65
1104,178,Seguro,2408.57
1105,178,Imposto Importação,24617.22
1106,178,ICMS,37997.4
1107,178,Armazenagem,1036.71
1108,178,Despachante,2936.0
1109,179,Frete Internacional,1340.96
1110,179,Seguro,1251.84
1111,179,Imposto Importação,15647.14
1112,179,ICMS,16282.16
1113,179,Armazenagem,711.6
1114,179,Despachante,3655.38
1121,181,Frete Internacional,29560.61
1122,181,Seguro,13174.95
1123,181,Imposto Importação,103596.43
1124,181,ICMS,197876.8
1125,181,Armazenagem,3056.25
1126,181,Despachante,4419.36
1127,182,Frete Internacional,128399.3
1128,182,Seguro,12728.02
1129,182,Imposto Importação,110612.58
1130,182,ICMS,157746.79
1131,182,Armazenagem,2577.7
1132,182,Despachante,1817.83
1145,185,Frete Internacional,94575.69
1146,185,Seguro,4683.96
1147,185,Imposto Importação,118910.97
1148,185,ICMS,182585.17
1149,185,Armazenagem,4339.07
1150,185,Demurrage,6456.38
1151,185,Despachante,3319.0
1152,186,Frete Internacional,115523.43
1153,186,Seguro,4472.13
1154,186,Imposto Importação,97327.45
1155,186,ICMS,108149.52
1156,186,Armazenagem,3471.44
1157,186,Despachante,3444.45
1158,187,Frete Internacional,53550.13
1159,187,Seguro,8265.17
1160,187,Imposto Importação,180546.36
1161,187,ICMS,234148.65
1162,187,Armazenagem,1086.18
1163,187,Despachante,2514.31
1176,190,Frete Internacional,1164591.82
1177,190,Seguro,51737.52
1178,190,Imposto Importação,700763.98
1179,190,ICMS,703097.84
1180,190,Armazenagem,1187.17
1181,190,Despachante,5945.47
1182,191,Frete Internacional,44499.48
1183,191,Seguro,5790.55
1184,191,Imposto Importação,80647.11
1185,191,ICMS,97270.94
1186,191,Armazenagem,2326.9
1187,191,Despachante,1341.97
1194,193,Frete Internacional,22394.59
1195,193,Seguro,1924.28
1196,193,Imposto Importação,68346.12
1197,193,ICMS,44672.52
1198,193,Armazenagem,1823.53
1199,193,Demurrage,5157.2
1200,193,Despachante,3826.69
1219,197,Frete Internacional,230286.57
1220,197,Seguro,3435.06
1221,197,Imposto Importação,50850.69
1222,197,ICMS,87041.01
1223,197,Armazenagem,3159.92
1224,197,Despachante,2477.23
1225,198,Frete Internacional,367667.15
1226,198,Seguro,36740.16
1227,198,Imposto Importação,330112.87
1228,198,ICMS,623074.62
1229,198,Armazenagem,1599.6
1230,198,Despachante,4668.69
1231,199,Frete Internacional,635302.2
1232,199,Seguro,16202.54
1233,199,Imposto Importação,353415.06
1234,199,ICMS,268817.58
1235,199,Armazenagem,3943.18
1236,199,Despachante,2261.61
1237,200,Frete Internacional,173985.75
1238,200,Seguro,10802.35
1239,200,Imposto Importação,134232.62
1240,200,ICMS,155618.5
1241,200,Armazenagem,1673.49
1242,200,Despachante,3058.14
1255,203,Frete Internacional,114218.88
1256,203,Seguro,5548.33
1257,203,Imposto Importação,70051.06
1258,203,ICMS,90402.0
1259,203,Armazenagem,2741.26
1260,203,Despachante,1739.32
1261,204,Frete Internacional,221918.76
1262,204,Seguro,6330.93
1263,204,Imposto Importação,222713.64
1264,204,ICMS,154683.95
1265,204,Armazenagem,5228.84
1266,204,Despachante,2815.75
1273,206,Frete Internacional,245171.58
1274,206,Seguro,6986.88
1275,206,Imposto Importação,227160.42
1276,206,ICMS,188342.19
1277,206,Armazenagem,3457.44
1278,206,Despachante,4042.33
1285,208,Frete Internacional,27386.93
1286,208,Seguro,1803.97
1287,208,Imposto Importação,48060.56
1288,208,ICMS,51861.72
1289,208,Armazenagem,1246.41
1290,208,Despachante,3800.72
1291,209,Frete Internacional,5633.97
1292,209,Seguro,804.8
1293,209,Imposto Importação,28700.93
1294,209,ICMS,21272.29
1295,209,Armazenagem,4374.51
1296,209,Despachante,4605.83
1297,210,Frete Internacional,872.17
1298,210,Seguro,500.62
1299,210,Imposto Importação,6348.88
1300,210,ICMS,8196.84
1301,210,Armazenagem,3245.75
1302,210,Demurrage,6995.24
1303,210,Despachante,4582.49
1316,213,Frete Internacional,181516.51
1317,213,Seguro,4619.19
1318,213,Imposto Importação,129240.63
1319,213,ICMS,105803.38
1320,213,Armazenagem,3201.71
1321,213,Despachante,3277.07
1322,214,Frete Internacional,46141.89
1323,214,Seguro,1687.87
1324,214,Imposto Importação,47394.51
1325,214,ICMS,51285.57
1326,214,Armazenagem,687.56
1327,214,Despachante,3736.87
1334,216,Frete Internacional,41579.76
1335,216,Seguro,2855.98
1336,216,Imposto Importação,51527.48
1337,216,ICMS,54593.86
1338,216,Armazenagem,3415.73
1339,216,Despachante,4389.96
1346,218,Frete Internacional,5413.51
1347,218,Seguro,5558.5
1348,218,Imposto Importação,53255.92
1349,218,ICMS,81292.98
1350,218,Armazenagem,3288.5
1351,218,Despachante,1592.78
