id_item,id_processo,id_produto,quantidade,valor_total_usd
214,77,256,87,3250.02
215,77,352,50,6387.49
216,78,131,497,3375269.92
217,79,200,423,40165.82
218,79,114,82,14870.62
219,80,39,266,413828.08
220,80,28,383,25634.58
221,81,399,486,21657.91
222,81,410,239,44130.99
223,81,168,183,18423.12
224,81,372,329,1417231.9
225,81,119,230,435357.73
226,82,376,132,13903.45
227,82,290,322,906356.51
228,82,360,500,47839.13
229,82,270,331,13211.69
230,83,263,422,39558.7
231,84,405,290,14270.22
232,84,67,418,14455.55
233,84,274,54,10505.14
234,85,107,170,55682.71
235,85,80,161,5904.87
236,85,316,153,3524.24
237,85,56,190,22239.12
238,86,412,373,10562.06
239,86,371,142,1212445.73
240,87,408,400,34622.37
241,87,161,342,4525.18
242,87,309,491,11547.12
243,88,226,259,11406.02
244,88,108,449,23039.94
245,88,250,219,37375.05
246,88,143,479,15615.52
247,88,121,235,762602.64
248,89,405,497,23010.15
249,89,257,52,15281.72
250,89,30,269,10179.23
251,89,427,459,151482.97
252,89,313,359,14426.32
253,90,94,389,68822.16
254,91,376,14,1553.41
255,91,359,63,105509.47
256,91,190,91,4779.07
257,91,218,447,931320.48
258,91,457,208,66021.08
259,92,328,188,15203.53
260,93,394,470,15459.97
261,93,166,65,552.42
262,93,352,384,40573.01
263,93,22,482,158033.44
264,93,222,231,37705.71
265,94,444,43,24422.09
266,94,146,319,12521.43
267,94,408,369,31478.02
268,95,75,152,18211.32
269,96,309,89,2538.39
270,96,308,84,6820.55
271,96,98,173,30033.95
272,96,19,317,130056.32
273,96,245,41,2047.83
274,97,114,414,64998.11
275,97,64,252,10994.28
276,97,161,118,1610.47
277,98,175,148,40694.66
278,98,389,100,2882.2
279,98,133,45,15075.38
280,98,40,51,4425.5
281,99,227,456,16574.63
282,99,220,119,19686.07
283,99,468,142,9411.91
284,99,329,37,4198.24
285,100,277,185,13948.69
286,100,237,162,47174.19
287,100,412,188,5606.69
288,100,309,256,6265.9
289,101,19,366,144696.43
290,101,63,477,16882.3
291,102,376,431,41427.58
292,102,116,410,147510.52
293,102,327,111,14491.49
294,102,20,351,40832.45
295,103,280,175,16115.3
296,103,158,431,184919.83
297,104,61,17,2619.4
298,104,394,244,8125.54
299,104,418,265,48231.21
300,105,355,415,81972.78
301,106,37,144,9988.49
302,106,205,11,1052.65
303,106,28,492,33739.04
304,106,413,74,4322.87
305,107,128,59,2691.59
306,107,246,391,3469.1
307,107,140,225,26212.63
308,107,296,406,46921.88
309,107,110,203,8868.11
310,108,67,497,16094.48
311,108,367,357,428906.64
312,109,317,199,52475.36
313,110,54,164,40492.72
314,111,192,429,49414.77
315,111,456,368,48764.49
316,111,353,243,69618.94
317,111,466,190,9205.41
318,111,442,287,250256.86
319,112,420,68,8184.09
320,112,75,244,27553.99
321,112,309,100,2765.78
322,113,184,287,34545.11
323,113,315,155,17173.43
324,114,42,334,238114.85
325,114,411,327,57795.15
326,114,487,473,54544.3
327,114,435,54,12842.04
328,115,371,55,490136.8
329,116,276,487,183751.18
330,116,326,264,1912.07
331,116,219,329,159882.23
332,116,207,61,68762.34
333,116,228,267,14737.26
334,117,148,351,23231.98
335,118,220,118,18975.67
336,118,51,242,1913241.25
337,118,240,68,2779.48
338,118,451,250,2321060.17
339,119,397,416,106427.63
340,119,386,221,9828.22
341,119,374,340,65627.76
342,120,444,13,7752.72
343,120,380,410,48047.34
344,120,221,155,30522.32
345,120,243,347,22514.6
346,121,196,354,137671.67
347,121,282,470,418995.66
348,121,451,26,248079.13
349,121,411,88,17027.56
350,122,86,429,3116.09
351,122,17,172,43684.37
352,122,131,302,2112011.23
353,122,344,133,13868.82
354,122,44,210,97782.52
355,123,30,434,15691.74
356,123,141,487,81769.24
357,123,220,75,13505.18
358,123,175,209,58242.48
359,124,216,216,27290.53
360,124,478,274,101712.49
361,125,87,60,7542.07
362,125,168,74,8029.04
363,126,435,411,84015.99
364,126,29,400,14581.8
365,126,367,143,183643.42
366,126,149,91,2306.13
367,126,182,114,35881.35
368,127,80,233,7823.68
369,128,31,88,14801.16
370,128,245,372,16081.1
371,128,436,50,22971.55
372,128,173,22,1321.42
373,128,320,76,2741.65
374,129,52,105,415429.2
375,129,184,469,55099.08
376,129,321,109,1474.74
377,130,498,381,71307.82
378,130,355,412,76293.98
379,131,291,347,2167513.58
380,131,128,52,2547.51
381,131,88,331,24070.13
382,132,113,453,103174.52
383,132,251,245,47599.86
384,132,296,72,9396.11
385,132,242,154,3848.93
386,132,181,102,20669.64
387,133,445,442,29861.21
388,133,10,439,61229.79
389,133,13,61,2931.79
390,133,461,21,4252.2
391,134,168,330,30393.34
392,134,191,361,53002.62
393,134,51,465,3579605.31
394,134,44,475,227744.81
395,135,246,102,895.46
396,135,262,472,113738.85
397,136,177,333,80334.38
398,136,131,26,187593.02
399,136,42,185,147101.18
400,136,394,257,8613.88
401,136,411,317,53704.07
402,137,438,277,15999.69
403,137,485,484,21498.53
404,138,237,25,7929.81
405,138,26,275,135784.69
406,138,424,88,9716.97
407,138,63,196,6994.29
408,138,13,121,5311.26
409,139,246,122,1056.28
410,139,455,364,753252.57
411,140,474,150,4914.8
412,140,45,498,42676.76
413,140,35,372,79663.57
414,141,448,249,9141.45
415,141,319,263,11539.4
416,141,267,494,152288.44
417,142,391,138,41442.4
418,142,257,361,96774.12
419,143,340,211,19996.36
420,143,191,416,63450.71
421,143,152,169,99664.41
422,144,331,498,108440.14
423,144,419,231,113073.18
424,145,416,315,13040.74
425,145,480,427,15431.45
426,145,307,65,2414.6
427,145,8,229,19304.77
428,146,231,201,54642.43
429,146,178,429,84665.27
430,146,462,95,21534.65
431,147,400,139,4001.82
432,147,19,160,67682.93
433,147,420,459,48385.73
434,147,29,281,9935.01
435,147,279,25,43772.42
436,148,99,229,90930.02
437,148,125,193,16820.57
438,148,355,120,24013.83
439,149,79,84,4570.92
440,149,329,72,8114.17
441,149,487,362,37969.58
442,150,140,119,14289.86
443,150,131,417,2710036.41
444,150,167,129,17324.68
445,151,165,155,6571.04
446,151,394,279,8585.57
447,151,287,297,355243.38
448,151,369,321,47579.08
449,152,149,303,6895.8
450,153,272,359,47698.0
451,153,144,172,10937.87
452,153,325,111,4374.17
453,153,216,420,50750.07
454,154,340,150,15619.71
455,155,362,241,201654.09
456,156,271,312,57299.76
457,156,365,305,20599.57
458,156,41,19,69315.84
459,157,221,12,2632.82
460,157,144,155,9440.27
461,157,113,216,48816.05
462,157,167,283,37532.81
463,157,7,30,3392.66
464,158,140,45,5743.88
465,159,484,380,6728.89
466,159,412,172,5070.19
467,159,67,214,6841.2
468,159,41,406,1277914.42
469,160,411,34,6376.52
470,160,243,366,25696.79
471,160,490,262,45001.95
472,160,271,476,84845.91
473,160,214,201,46709.3
474,161,461,24,4786.12
475,162,232,81,50664.55
476,163,445,451,31590.86
477,163,346,233,114442.81
478,163,110,55,2716.06
479,164,172,427,13892.0
480,164,226,12,646.52
481,164,383,454,14898.42
482,165,163,66,5347.55
483,166,417,48,11848.46
484,166,494,362,78600.88
485,166,93,425,18593.57
486,167,379,483,207892.74
487,167,1,245,2443.44
488,168,56,451,49334.25
489,168,32,309,35973.19
490,168,229,468,12109.64
491,169,210,352,961387.45
492,169,379,280,121951.28
493,169,50,254,616454.2
494,169,113,153,38045.71
495,170,462,125,25187.7
496,170,405,402,18575.06
497,170,147,52,2110.6
498,170,399,437,19693.3
499,171,322,365,9922.06
500,171,371,263,1963177.38
501,172,39,353,530894.97
502,173,376,106,11365.19
503,173,425,184,16806.62
504,173,71,312,81654.88
505,173,118,273,17033.25
506,174,38,372,24608.66
507,174,78,88,36726.87
508,174,364,64,30020.11
509,175,99,479,181452.1
510,175,173,241,13173.41
511,176,242,113,2918.03
512,176,104,106,14042.07
513,176,333,226,9534.03
514,176,57,167,69889.05
515,176,49,305,50464.58
516,177,219,246,118900.05
517,177,35,391,79650.1
518,178,475,467,47207.78
519,179,32,24,3000.35
520,179,438,281,15723.08
521,179,82,145,4172.69
522,180,326,53,414.31
523,180,154,118,3934.49
524,180,84,267,4285.01
525,180,83,180,14608.36
526,180,431,149,28077.17
527,181,286,342,216821.56
528,182,486,109,953.55
529,182,363,216,104486.03
530,182,63,151,5533.14
531,182,179,262,114105.74
532,183,251,358,63081.14
533,184,221,500,90575.67
534,184,449,68,10931.1
535,185,366,304,205076.11
536,186,339,282,117449.55
537,187,175,461,123626.82
538,187,217,376,138427.79
539,188,356,61,21520.02
540,188,361,431,1332881.92
541,188,352,147,17135.41
542,188,192,97,12319.02
543,189,404,336,5229.35
544,189,89,315,34882.26
545,189,491,11,2467.58
546,190,119,474,966603.38
547,190,20,254,30070.99
548,190,223,446,13328.7
549,190,429,132,4664.73
550,190,480,358,12572.11
551,191,126,180,97072.15
552,191,337,82,24449.88
553,192,425,229,19815.27
554,192,478,100,44928.75
555,192,406,461,3661.39
556,192,121,357,1209924.52
557,193,214,314,68441.43
558,194,92,308,8108.91
559,194,163,457,33260.13
560,194,487,66,7919.22
561,194,224,18,1103.92
562,195,435,437,87686.06
563,195,127,267,260920.39
564,195,308,85,6974.76
565,196,317,165,43483.08
566,197,125,241,20202.77
567,197,22,189,68214.62
568,197,316,141,3265.57
569,198,260,196,23838.37
570,198,439,433,639804.95
571,198,34,373,62103.87
572,199,312,406,197944.87
573,199,227,452,17317.85
574,199,177,315,74971.43
575,199,8,148,13784.0
576,199,448,382,13864.36
577,200,70,220,40994.66
578,200,213,347,137908.9
579,201,248,264,19165.87
580,201,157,305,92861.41
581,201,265,230,19857.06
582,202,278,109,5982.62
583,203,193,337,85007.18
584,203,496,150,4919.56
585,203,482,357,7791.66
586,203,389,477,12597.23
587,204,355,99,20468.22
588,204,17,357,85344.56
589,204,466,179,8693.92
590,204,491,223,48335.24
591,204,137,151,57365.0
592,205,466,306,14209.22
593,206,89,437,50178.5
594,206,152,231,136168.22
595,206,68,300,19181.53
596,207,150,157,30538.74
597,207,223,14,449.19
598,207,138,360,650977.47
599,208,260,277,33659.43
600,208,243,329,22061.89
601,209,245,165,7486.42
602,209,284,43,20375.26
603,210,368,242,10034.85
604,211,461,432,79294.79
605,211,399,37,1795.09
606,211,349,12,442.47
607,212,109,35,1302.99
608,213,381,459,80852.11
609,213,487,449,49812.31
610,213,268,500,29827.27
611,214,409,498,48821.42
612,214,200,148,14212.67
613,215,333,231,10218.51
614,215,362,51,48881.98
615,216,422,252,83381.52
616,217,34,425,73523.46
617,217,106,207,105100.02
618,218,18,467,88675.27
619,219,346,315,156215.14
620,219,450,298,809566.73
621,219,491,458,92725.89
622,220,113,81,21972.04
623,220,23,112,8521.08
624,220,371,223,1760659.8
625,220,473,164,7906.41
626,220,306,162,7523.4
627,221,149,289,6080.51
628,221,430,410,17633.01
629,221,325,233,8470.17
630,221,143,279,8859.0
631,222,368,267,12230.29
632,222,288,374,16185.98
633,222,298,191,326599.05
634,223,380,220,26482.92
635,223,498,477,87147.94
636,223,64,500,23199.36
637,223,385,55,4428.08
638,224,258,474,83359.04
639,224,296,134,17062.85
640,224,141,201,32073.59
641,224,495,288,104207.28
642,224,250,459,73615.24
643,225,73,74,3603.7
644,225,307,13,477.44
645,225,174,400,85949.18
646,225,290,245,707211.61
647,226,52,38,159554.44
648,227,246,180,1610.1
649,228,444,299,153229.6
650,228,489,179,20395.39
651,228,110,72,3714.15
652,229,131,388,2634587.58
653,229,121,369,1175615.23
654,229,17,83,22758.82
655,229,205,263,20719.47
656,229,111,468,91046.02
657,230,272,164,22544.66
658,230,232,378,229307.06
659,231,52,422,1605502.6
660,232,273,68,16557.44
661,232,97,88,24935.07
662,233,431,276,47454.69
663,234,474,63,2192.57
664,234,258,436,78448.16
665,235,196,38,17651.09
666,235,318,163,65997.89
667,235,108,104,5886.63
668,235,435,440,94553.77
669,236,255,430,128510.69
670,236,149,234,5306.56
671,236,147,325,11395.12
672,237,388,335,17291.25
673,237,4,82,1603.09
674,238,225,97,8673.35
675,238,2,368,9035.39
676,239,77,255,68689.52
677,239,236,351,6985.06
678,239,284,311,128169.5
679,239,164,351,6154.02
680,240,160,367,10952.47
681,240,243,247,16304.91
682,240,14,227,43689.54
683,240,202,155,114063.47
684,241,308,209,14143.26
685,241,221,165,32005.15
686,241,300,343,44838.83
687,241,417,327,72846.18
688,241,495,474,171638.2
689,242,254,249,56559.97
690,242,239,244,12596.68
691,243,191,193,30180.63
692,243,131,450,2984717.97
693,244,162,472,11754.14
694,244,320,209,6480.02
695,244,55,99,199485.9
696,245,326,345,2490.43
697,245,117,183,11175.96
698,245,432,449,47793.41
699,246,481,411,5112.71
700,246,217,165,66541.64
701,246,127,44,51757.3
702,247,1,202,2211.53
703,247,218,320,712289.57
704,247,499,304,118861.85
705,247,223,269,7926.88
706,248,201,142,405496.05
707,248,228,175,10161.38
708,248,29,307,10849.16
709,248,20,326,38974.33
710,248,413,44,2451.63
711,249,470,128,25807.24
712,249,476,64,1689.61
713,250,235,175,17558.61
714,250,260,405,48391.27
715,250,341,385,68677.32
716,250,360,63,7259.02
717,251,436,382,162285.42
718,251,452,396,1759306.54
719,252,186,41,24396.96
720,253,204,29,15877.3
721,254,105,236,17626.94
722,255,248,333,26469.9
723,255,54,482,106006.73
724,255,430,65,3058.77
725,255,382,203,32337.92
726,255,230,336,51271.5
727,256,185,110,8603.75
728,256,208,234,10889.6
729,257,113,113,28853.4
730,257,243,232,15996.48
731,258,430,54,2518.02
732,258,482,332,7578.42
733,259,317,114,28608.12
734,260,285,467,38484.18
735,260,472,406,202518.44
736,261,9,452,40302.84
737,261,71,104,28240.46
738,261,321,500,6686.51
739,261,323,338,24659.3
740,261,270,107,4363.08
741,262,8,433,37651.72
742,262,421,190,28514.49
743,262,365,470,33745.64
744,262,423,80,8717.28
745,262,59,234,108109.79
746,263,380,457,52615.54
747,263,115,50,13315.19
748,263,460,274,40907.41
749,263,290,70,218498.68
750,264,199,317,533251.68
751,265,341,124,23064.59
752,266,469,482,11343.83
753,266,287,209,262095.87
754,266,133,44,15451.94
755,267,392,157,85015.43
756,267,197,304,17796.51
757,268,434,487,101154.33
758,268,153,169,8140.72
759,268,166,39,343.94
760,268,164,466,8017.31
761,268,396,251,5483.47
762,269,466,344,15105.84
763,269,433,183,57250.06
764,269,378,112,230443.05
765,270,120,81,6526.49
766,271,68,483,30194.67
767,271,324,477,7819.56
768,271,123,130,72742.75
769,272,226,473,22221.67
770,272,267,437,140251.2
771,272,487,28,3442.67
772,272,372,46,221535.57
773,272,79,316,15389.29
774,273,326,464,3288.49
775,274,27,148,37892.9
776,274,339,63,29678.18
777,275,363,125,66832.92
778,275,202,230,160382.81
779,275,80,410,15122.89
780,275,93,126,5719.37
781,275,358,38,2518.21
782,276,113,283,68236.89
783,276,195,204,51643.68
784,277,193,292,76858.37
785,278,176,402,13200.42
786,278,385,74,5806.93
787,278,99,228,88181.15
788,278,472,69,38831.83
789,279,245,472,20006.97
790,279,64,109,5133.38
791,279,294,480,99634.76
792,279,234,128,4316.92
793,279,484,15,298.23
794,280,10,300,41063.33
795,280,213,420,149705.71
796,280,456,378,48702.51
797,280,322,39,1206.41
798,280,94,74,14163.47
799,281,478,32,13652.55
800,281,402,318,9721.02
801,281,382,135,24409.14
802,282,139,320,120264.34
803,282,441,346,1095262.5
804,283,234,49,1767.73
805,284,306,115,5316.59
806,284,473,386,18471.02
807,284,51,469,3856802.64
808,284,403,122,9788.65
809,284,443,164,116184.21
810,285,5,159,6040.59
811,285,142,135,28163.92
812,285,308,146,10901.87
813,285,156,287,5229.99
814,285,155,37,4220.24
815,286,100,371,44139.04
816,286,439,258,378086.43
817,286,414,114,26559.52
818,286,137,440,168765.33
819,287,402,166,5346.05
820,287,91,117,27672.27
821,288,40,28,2562.59
822,288,136,367,36922.01
823,289,268,497,27554.3
824,289,486,265,2308.36
825,289,125,148,12925.71
826,289,195,206,49983.05
827,290,68,40,2680.47
828,291,263,206,20400.16
829,291,388,451,24264.63
830,291,30,237,8561.81
831,291,284,115,49684.42
832,291,385,347,24213.16
833,292,122,348,307344.54
834,293,358,400,24126.19
835,293,357,23,1992.87
836,293,170,396,76183.07
837,293,302,482,105866.86
838,293,266,144,88900.69
839,294,346,120,65208.58
840,294,468,184,12621.47
841,294,343,328,25368.27
842,294,312,228,112600.73
843,294,332,485,14257.22
844,295,440,423,38540.07
845,296,102,497,148731.6
846,296,222,357,58861.56
847,296,311,490,154791.21
848,296,129,227,38357.83
849,297,426,403,205174.41
850,297,166,93,846.99
851,297,307,249,8395.99
852,297,406,483,3908.24
853,297,163,474,33581.16
854,298,467,53,2071.66
855,298,176,404,13513.53
856,298,130,182,462385.15
857,299,258,325,56972.87
858,300,234,347,11064.74
859,300,258,344,63987.33
860,300,23,321,22234.03
861,301,101,301,48885.83
862,301,272,438,55102.98
863,301,479,101,5795.85
864,302,299,235,85274.29
865,303,205,193,16704.28
866,304,239,121,6722.33
867,304,460,306,49011.28
868,304,37,151,10722.68
869,304,428,292,16088.17
870,304,218,42,102606.97
871,305,275,402,83177.21
872,305,202,142,107223.19
873,305,387,75,2717.04
874,306,154,85,3171.76
875,306,362,345,284628.03
876,307,344,345,32220.98
877,308,316,450,9707.83
878,308,330,172,30972.97
879,308,413,377,18831.18
880,308,180,497,64710.19
881,308,116,142,53217.62
882,309,143,357,11846.63
883,310,423,286,27780.16
884,310,309,317,7550.79
885,310,202,65,49285.76
886,311,202,67,52607.26
887,311,422,131,42837.35
888,311,161,302,3761.53
889,311,393,431,18016.3
890,312,31,338,52196.67
891,313,121,83,295257.06
892,313,408,320,27436.49
893,313,212,181,712805.82
894,314,241,250,3340.28
895,314,360,160,16937.58
896,314,251,92,18950.12
897,315,423,486,44296.82
898,315,291,312,1942914.38
899,315,91,321,71319.0
900,316,473,271,12832.02
901,316,25,389,31295.86
902,316,175,307,83164.57
903,317,11,203,39551.49
904,317,31,26,4599.5
905,318,342,205,71569.01
906,318,232,342,187556.7
907,319,204,500,248899.53
908,320,477,299,77014.03
909,320,90,304,55948.14
910,321,92,285,8149.5
911,321,410,443,82619.7
912,321,345,418,36431.29
913,321,291,251,1679223.76
914,322,477,235,59275.23
915,322,355,109,22056.81
916,322,4,160,2944.27
917,322,138,178,347880.39
918,322,44,403,204591.18
919,323,103,243,19916.32
920,323,381,69,14190.07
921,324,62,385,89059.6
922,324,332,219,6177.41
923,324,217,190,74912.68
924,324,49,49,9244.73
925,325,427,319,98034.14
926,325,50,412,973458.75
927,325,303,301,11354.23
928,325,182,74,26272.35
929,326,190,407,19802.71
930,326,469,355,8136.9
931,327,455,320,614528.66
932,327,249,156,16890.07
933,328,20,51,6552.66
934,329,311,85,30198.18
935,329,444,333,178253.45
936,329,351,111,23924.36
937,329,449,458,67665.9
938,329,116,95,35645.04
939,330,468,401,25848.28
940,330,131,486,3211556.48
941,330,376,61,6752.92
942,331,182,436,132418.84
943,332,418,47,8957.61
944,332,237,453,128091.12
945,333,203,472,303394.31
946,333,202,75,58382.06
947,333,269,295,8285.44
948,333,126,160,82135.86
949,334,411,312,53220.87
950,334,170,65,13972.04
951,334,283,33,23894.6
952,335,475,496,50072.43
953,335,356,219,71431.58
954,335,321,389,5159.99
955,336,244,397,6539.78
956,336,260,78,10299.18
957,336,468,380,25066.45
958,337,359,52,86116.37
959,337,340,13,1457.12
960,337,34,199,36023.51
961,337,229,242,6237.99
962,337,302,234,47806.69
963,338,275,153,33293.67
964,338,129,59,10863.27
965,338,406,262,2144.96
966,338,227,298,10950.62
967,338,161,278,3543.97
968,339,293,156,62460.34
969,339,83,173,14682.8
970,339,196,498,191494.53
971,339,480,426,16488.68
972,340,33,230,55679.0
973,340,434,304,65003.22
974,341,69,60,1775.66
975,341,385,94,7193.55
976,341,24,150,19678.3
977,342,305,463,27772.14
978,342,144,490,30290.69
979,343,493,395,22289.98
980,343,430,128,5636.42
981,343,276,82,33944.61
982,343,78,292,109660.63
983,343,175,396,100939.98
984,344,311,472,140935.51
985,344,36,466,164635.3
986,344,324,419,6368.42
987,344,59,260,125571.27
988,344,204,23,12129.04
989,345,364,492,209022.66
990,345,40,228,18378.02
991,345,87,276,29146.06
992,346,258,161,31364.6
993,346,60,376,51020.19
994,346,141,442,70470.01
995,346,351,465,91912.88
996,347,127,54,63268.71
997,347,398,152,66695.42
998,347,462,69,15735.88
999,348,310,391,74101.8
1000,349,103,177,15295.62
1001,350,389,151,4220.77
1002,350,365,386,27574.22
1003,350,81,407,4731.97
1004,351,91,466,112011.63
1005,351,491,231,45590.82
1006,351,275,371,76824.72
1007,352,216,107,13951.17
1008,352,141,348,60102.7
1009,352,486,330,2628.04
1010,353,242,135,3346.99
1011,354,330,456,84054.72
1012,354,493,354,20184.22
1013,354,83,250,19013.69
1014,354,265,426,36063.39
1015,355,450,154,434437.76
1016,355,425,335,30765.26
1017,355,196,496,198958.72
1018,355,174,380,80558.97
1019,356,141,232,36762.73
1020,357,491,322,64349.68
1021,357,402,101,3110.45
1022,357,376,362,35830.37
1023,357,170,204,38150.56
1024,357,469,130,3143.01
1025,358,312,281,136896.66
1026,358,56,102,12549.41
1027,358,146,440,16782.0
1028,358,411,159,28587.23
1029,359,371,417,3319897.12
1030,359,298,316,506088.49
1031,359,469,256,5680.85
1032,359,113,122,29931.04
1033,360,496,224,7152.47
1034,360,276,176,69664.71
1035,360,156,227,3958.52
1036,361,107,499,154959.53
1037,361,89,68,8549.88
1038,361,274,213,37767.55
1039,361,81,406,5165.22
1040,362,299,317,120479.42
1041,362,119,130,265589.33
1042,362,300,147,19444.28
1043,362,227,465,17718.95
1044,363,207,41,45959.14
1045,363,392,175,95911.45
1046,363,393,172,7397.89
1047,363,293,424,161600.31
1048,364,335,143,55693.92
1049,364,48,147,5668.79
1050,364,143,122,4073.98
1051,364,150,429,76958.24
1052,365,11,219,39882.02
1053,365,129,458,73927.71
1054,365,453,115,44174.72
1055,365,242,66,1843.65
1056,366,171,322,60198.19
1057,366,353,319,92681.66
1058,366,232,496,292425.66
1059,366,17,420,100749.66
1060,366,396,409,8715.36
1061,367,220,402,64176.94
1062,367,278,42,2416.7
1063,367,336,275,10716.92
1064,368,97,111,30241.73
1065,368,418,439,77096.23
1066,368,270,450,17438.27
