id_custo,id_processo,tipo_custo,valor_brl
94,16,Frete Internacional,36179.78
95,16,Seguro,6129.36
96,16,Imposto Importação,116139.77
97,16,ICMS,86544.77
98,16,Armazenagem,2447.58
99,16,Despachante,1733.4
100,17,Frete Internacional,14555.43
101,17,Seguro,2359.13
102,17,Imposto Importação,60757.84
103,17,ICMS,70701.39
104,17,Armazenagem,4129.23
105,17,Despachante,2704.33
106,18,Frete Internacional,22167.67
107,18,Seguro,1649.3
108,18,Imposto Importação,30128.76
109,18,ICMS,30611.35
110,18,Armazenagem,1992.1
111,18,Demurrage,4276.15
112,18,Despachante,4167.57
113,19,Frete Internacional,118312.31
114,19,Seguro,6724.4
115,19,Imposto Importação,141736.89
116,19,ICMS,188569.27
117,19,Armazenagem,3446.18
118,19,Despachante,3111.13
119,20,Frete Internacional,455928.06
120,20,Seguro,41534.15
121,20,Imposto Importação,533541.4
122,20,ICMS,544795.85
123,20,Armazenagem,2239.75
124,20,Despachante,4081.01
125,21,Frete Internacional,49579.09
126,21,Seguro,2921.76
127,21,Imposto Importação,43635.28
128,21,ICMS,45634.3
129,21,Armazenagem,5284.64
130,21,Demurrage,3194.76
131,21,Despachante,3466.33
132,22,Frete Internacional,677192.94
133,22,Seguro,63529.17
134,22,Imposto Importação,841806.01
135,22,ICMS,1061579.25
136,22,Armazenagem,4216.19
137,22,Despachante,3391.54
138,23,Frete Internacional,15556.87
139,23,Seguro,5993.09
140,23,Imposto Importação,138681.14
141,23,ICMS,135050.28
142,23,Armazenagem,1701.13
143,23,Despachante,1339.36
144,24,Frete Internacional,69022.97
145,24,Seguro,9896.6
146,24,Imposto Importação,97333.39
147,24,ICMS,119729.41
148,24,Armazenagem,2622.97
149,24,Demurrage,7654.46
150,24,Despachante,2817.3
151,25,Frete Internacional,130615.12
152,25,Seguro,6085.16
153,25,Imposto Importação,159518.04
154,25,ICMS,137522.56
155,25,Armazenagem,2391.81
156,25,Despachante,4117.83
157,26,Frete Internacional,233060.32
158,26,Seguro,29643.31
159,26,Imposto Importação,718746.07
160,26,ICMS,620229.08
161,26,Armazenagem,3060.08
162,26,Despachante,3360.88
163,27,Frete Internacional,66815.37
164,27,Seguro,12416.35
165,27,Imposto Importação,110090.99
166,27,ICMS,166452.76
167,27,Armazenagem,1650.23
168,27,Demurrage,2490.8
169,27,Despachante,4761.4
170,28,Frete Internacional,60974.74
171,28,Seguro,15068.73
172,28,Imposto Importação,330548.73
173,28,ICMS,300104.91
174,28,Armazenagem,3240.34
175,28,Demurrage,5457.27
176,28,Despachante,4607.68
177,29,Frete Internacional,8652.47
178,29,Seguro,1466.13
179,29,Imposto Importação,49441.98
180,29,ICMS,39422.13
181,29,Armazenagem,3129.83
182,29,Despachante,2696.07
183,30,Frete Internacional,412.0
184,30,Seguro,62.42
185,30,Imposto Importação,1104.5
186,30,ICMS,1394.71
187,30,Armazenagem,4226.97
188,30,Despachante,3152.35
189,31,Frete Internacional,2186.65
190,31,Seguro,95.74
191,31,Imposto Importação,4165.96
192,31,ICMS,3628.33
193,31,Armazenagem,3912.12
194,31,Demurrage,823.96
195,31,Despachante,2062.39
196,32,Frete Internacional,286923.01
197,32,Seguro,24295.76
198,32,Imposto Importação,453573.98
199,32,ICMS,417407.36
200,32,Armazenagem,953.48
201,32,Despachante,1637.18
202,33,Frete Internacional,101342.11
203,33,Seguro,5276.54
204,33,Imposto Importação,70019.71
205,33,ICMS,65633.12
206,33,Armazenagem,4757.99
207,33,Despachante,1949.69
208,34,Frete Internacional,210148.76
209,34,Seguro,42603.47
210,34,Imposto Importação,789825.28
211,34,ICMS,819861.06
212,34,Armazenagem,4279.76
213,34,Despachante,4479.31
214,35,Frete Internacional,1132.18
215,35,Seguro,465.19
216,35,Imposto Importação,6805.59
217,35,ICMS,7104.33
218,35,Armazenagem,1149.17
219,35,Despachante,3079.51
220,36,Frete Internacional,567301.99
221,36,Seguro,27356.45
222,36,Imposto Importação,979967.91
223,36,ICMS,814969.2
224,36,Armazenagem,1905.53
225,36,Despachante,2601.4
226,37,Frete Internacional,112058.73
227,37,Seguro,2765.2
228,37,Imposto Importação,81028.13
229,37,ICMS,96615.34
230,37,Armazenagem,2024.16
231,37,Despachante,4543.45
232,38,Frete Internacional,437511.19
233,38,Seguro,35832.68
234,38,Imposto Importação,316000.91
235,38,ICMS,644656.48
236,38,Armazenagem,1407.0
237,38,Despachante,4486.38
238,39,Frete Internacional,184148.56
239,39,Seguro,18806.48
240,39,Imposto Importação,233951.09
241,39,ICMS,293290.34
242,39,Armazenagem,1296.45
243,39,Demurrage,4060.95
244,39,Despachante,1213.4
245,40,Frete Internacional,591.24
246,40,Seguro,340.55
247,40,Imposto Importação,5495.93
248,40,ICMS,4547.45
249,40,Armazenagem,2162.13
250,40,Despachante,4690.5
251,41,Frete Internacional,238231.29
252,41,Seguro,8648.78
253,41,Imposto Importação,334665.31
254,41,ICMS,287588.64
255,41,Armazenagem,2745.65
256,41,Demurrage,1777.55
257,41,Despachante,2979.64
258,42,Frete Internacional,46234.9
259,42,Seguro,4060.31
260,42,Imposto Importação,50047.53
261,42,ICMS,65205.48
262,42,Armazenagem,629.92
263,42,Despachante,2341.44
264,43,Frete Internacional,96360.46
265,43,Seguro,11995.99
266,43,Imposto Importação,130667.15
267,43,ICMS,194524.29
268,43,Armazenagem,719.65
269,43,Despachante,4670.68
270,44,Frete Internacional,17724.41
271,44,Seguro,7621.48
272,44,Imposto Importação,157737.45
273,44,ICMS,162301.19
274,44,Armazenagem,1859.76
275,44,Despachante,1467.83
276,45,Frete Internacional,1432440.31
277,45,Seguro,38074.23
278,45,Imposto Importação,968273.07
279,45,ICMS,1141915.69
280,45,Armazenagem,886.39
281,45,Despachante,3093.89
282,46,Frete Internacional,21415.71
283,46,Seguro,2006.36
284,46,Imposto Importação,35118.3
285,46,ICMS,28599.89
286,46,Armazenagem,3906.28
287,46,Despachante,1542.57
288,47,Frete Internacional,94893.07
289,47,Seguro,12610.65
290,47,Imposto Importação,352797.73
291,47,ICMS,247583.87
292,47,Armazenagem,1349.24
293,47,Despachante,2033.47
294,48,Frete Internacional,13340.2
295,48,Seguro,1743.32
296,48,Imposto Importação,23721.08
297,48,ICMS,24769.4
298,48,Armazenagem,3937.01
299,48,Despachante,3176.17
300,49,Frete Internacional,19926.84
301,49,Seguro,6946.36
302,49,Imposto Importação,84361.69
303,49,ICMS,111696.22
304,49,Armazenagem,1690.18
305,49,Despachante,3908.29
306,50,Frete Internacional,2745941.44
307,50,Seguro,89717.31
308,50,Imposto Importação,1030859.19
309,50,ICMS,1260499.96
310,50,Armazenagem,2364.29
311,50,Demurrage,1294.98
312,50,Despachante,6001.24
313,51,Frete Internacional,18002.02
314,51,Seguro,816.27
315,51,Imposto Importação,23075.36
316,51,ICMS,24910.82
317,51,Armazenagem,1944.51
318,51,Despachante,2151.42
319,52,Frete Internacional,1057577.16
320,52,Seguro,50134.33
321,52,Imposto Importação,1035180.61
322,52,ICMS,737710.12
323,52,Armazenagem,1760.28
324,52,Despachante,4222.99
325,53,Frete Internacional,84594.56
326,53,Seguro,7592.13
327,53,Imposto Importação,68833.55
328,53,ICMS,111703.62
329,53,Armazenagem,3332.65
330,53,Despachante,4646.25
331,54,Frete Internacional,4746.87
332,54,Seguro,381.29
333,54,Imposto Importação,9382.1
334,54,ICMS,5679.42
335,54,Armazenagem,2591.9
336,54,Despachante,4060.78
337,55,Frete Internacional,56062.0
338,55,Seguro,3308.41
339,55,Imposto Importação,87640.92
340,55,ICMS,74320.83
341,55,Armazenagem,1344.03
342,55,Despachante,1892.9
343,56,Frete Internacional,42546.94
344,56,Seguro,11123.88
345,56,Imposto Importação,211705.84
346,56,ICMS,256015.54
347,56,Armazenagem,4142.98
348,56,Demurrage,2871.17
349,56,Despachante,2096.51
350,57,Frete Internacional,145253.51
351,57,Seguro,1260.79
352,57,Imposto Importação,32906.61
353,57,ICMS,40090.41
354,57,Armazenagem,3736.06
355,57,Despachante,3457.95
356,58,Frete Internacional,1090981.34
357,58,Seguro,47237.5
358,58,Imposto Importação,748013.32
359,58,ICMS,1027812.16
360,58,Armazenagem,4594.92
361,58,Demurrage,5631.37
362,58,Despachante,2179.86
363,59,Frete Internacional,2462.08
364,59,Seguro,2633.23
365,59,Imposto Importação,37215.25
366,59,ICMS,36004.56
367,59,Armazenagem,3236.27
368,59,Demurrage,2370.58
369,59,Despachante,4653.84
370,60,Frete Internacional,311370.19
371,60,Seguro,37622.09
372,60,Imposto Importação,678020.51
373,60,ICMS,693248.71
374,60,Armazenagem,555.04
375,60,Demurrage,2285.6
376,60,Despachante,1719.78
377,61,Frete Internacional,113186.78
378,61,Seguro,13102.99
379,61,Imposto Importação,234745.57
380,61,ICMS,177733.99
381,61,Armazenagem,2144.51
382,61,Despachante,3649.13
383,62,Frete Internacional,150712.3
384,62,Seguro,8859.65
385,62,Imposto Importação,246584.98
386,62,ICMS,209015.73
387,62,Armazenagem,1912.71
388,62,Despachante,4289.21
389,63,Frete Internacional,2189156.48
390,63,Seguro,93092.24
391,63,Imposto Importação,2279280.55
392,63,ICMS,1719148.71
393,63,Armazenagem,2262.67
394,63,Despachante,2302.27
395,64,Frete Internacional,1221330.85
396,64,Seguro,37987.75
397,64,Imposto Importação,604551.84
398,64,ICMS,539247.01
399,64,Armazenagem,1315.36
400,64,Demurrage,2867.91
401,64,Despachante,2220.41
402,65,Frete Internacional,30622.2
403,65,Seguro,4191.88
404,65,Imposto Importação,56478.96
405,65,ICMS,68440.47
406,65,Armazenagem,761.18
407,65,Despachante,2291.5
408,66,Frete Internacional,127818.32
409,66,Seguro,9195.27
410,66,Imposto Importação,301177.2
411,66,ICMS,279377.63
412,66,Armazenagem,4354.03
413,66,Despachante,2929.26
414,67,Frete Internacional,478456.84
415,67,Seguro,9110.84
416,67,Imposto Importação,312308.07
417,67,ICMS,285327.84
418,67,Armazenagem,2038.33
419,67,Despachante,3186.29
420,68,Frete Internacional,10332.46
421,68,Seguro,1821.47
422,68,Imposto Importação,39597.38
423,68,ICMS,50237.91
424,68,Armazenagem,1519.24
425,68,Demurrage,7006.42
426,68,Despachante,3059.33
427,69,Frete Internacional,26344.58
428,69,Seguro,801.99
429,69,Imposto Importação,9712.59
430,69,ICMS,19682.2
431,69,Armazenagem,928.48
432,69,Despachante,2107.56
433,70,Frete Internacional,29736.05
434,70,Seguro,1556.94
435,70,Imposto Importação,25602.88
436,70,ICMS,22877.42
437,70,Armazenagem,2797.65
438,70,Despachante,4518.58
439,71,Frete Internacional,69536.99
440,71,Seguro,7458.16
441,71,Imposto Importação,50735.1
442,71,ICMS,112013.11
443,71,Armazenagem,1809.51
444,71,Despachante,3193.94
445,72,Frete Internacional,5246.39
446,72,Seguro,199.62
447,72,Imposto Importação,5135.63
448,72,ICMS,6294.9
449,72,Armazenagem,1725.35
450,72,Despachante,2104.2
451,73,Frete Internacional,3981.04
452,73,Seguro,1013.35
453,73,Imposto Importação,18129.43
454,73,ICMS,18680.85
455,73,Armazenagem,4342.62
456,73,Despachante,2484.8
457,74,Frete Internacional,130509.92
458,74,Seguro,12989.75
459,74,Imposto Importação,269745.28
460,74,ICMS,201384.6
461,74,Armazenagem,3931.19
462,74,Despachante,3932.14
463,75,Frete Internacional,13663.42
464,75,Seguro,4179.42
465,75,Imposto Importação,69277.58
466,75,ICMS,80875.15
467,75,Armazenagem,3258.92
468,75,Demurrage,7250.66
469,75,Despachante,2032.7
470,76,Frete Internacional,24860.64
471,76,Seguro,387.19
472,76,Imposto Importação,8889.72
473,76,ICMS,12341.31
474,76,Armazenagem,790.42
475,76,Despachante,4713.34
476,77,Frete Internacional,45407.38
477,77,Seguro,1407.02
478,77,Imposto Importação,46634.31
479,77,ICMS,36825.47
480,77,Armazenagem,1331.14
481,77,Despachante,5857.19
482,78,Frete Internacional,1740393.9
483,78,Seguro,223914.33
484,78,Imposto Importação,2949651.79
485,78,ICMS,3254180.41
486,78,Armazenagem,4072.41
487,78,Demurrage,7449.68
488,78,Despachante,3402.39
489,79,Frete Internacional,37952.92
490,79,Seguro,1761.2
491,79,Imposto Importação,44539.33
492,79,ICMS,48349.63
493,79,Armazenagem,6379.63
494,79,Despachante,3787.74
495,80,Frete Internacional,39869.6
496,80,Seguro,11618.12
497,80,Imposto Importação,372035.72
498,80,ICMS,356448.61
499,80,Armazenagem,4204.91
500,80,Despachante,4772.13
501,81,Frete Internacional,320849.7
502,81,Seguro,105142.45
503,81,Imposto Importação,871577.21
504,81,ICMS,1422979.58
505,81,Armazenagem,1417.32
506,81,Despachante,1200.33
507,82,Frete Internacional,427935.98
508,82,Seguro,56783.35
509,82,Imposto Importação,843046.14
510,82,ICMS,758829.85
511,82,Armazenagem,1157.18
512,82,Despachante,4730.54
513,83,Frete Internacional,22961.02
514,83,Seguro,2027.86
515,83,Imposto Importação,22389.69
516,83,ICMS,36772.53
517,83,Armazenagem,1436.88
518,83,Demurrage,2091.62
519,83,Despachante,4178.2
520,84,Frete Internacional,3077.06
521,84,Seguro,1228.56
522,84,Imposto Importação,16873.9
523,84,ICMS,28389.68
524,84,Armazenagem,2974.58
525,84,Demurrage,6025.36
526,84,Despachante,3806.62
527,85,Frete Internacional,74398.61
528,85,Seguro,4773.96
529,85,Imposto Importação,81363.8
530,85,ICMS,80771.92
531,85,Armazenagem,3340.94
532,85,Demurrage,5753.0
533,85,Despachante,5461.34
534,86,Frete Internacional,827452.42
535,86,Seguro,42768.96
536,86,Imposto Importação,612277.78
537,86,ICMS,743438.19
538,86,Armazenagem,1800.57
539,86,Despachante,3527.27
540,87,Frete Internacional,3190.4
541,87,Seguro,1337.79
542,87,Imposto Importação,22579.94
543,87,ICMS,36851.77
544,87,Armazenagem,2238.47
545,87,Despachante,1798.28
546,88,Frete Internacional,1468669.36
547,88,Seguro,43494.48
548,88,Imposto Importação,833444.21
549,88,ICMS,680213.42
550,88,Armazenagem,4103.66
551,88,Despachante,4662.81
552,89,Frete Internacional,29014.21
553,89,Seguro,6988.59
554,89,Imposto Importação,141412.3
555,89,ICMS,178626.35
556,89,Armazenagem,2877.08
557,89,Despachante,1976.12
558,90,Frete Internacional,33022.58
559,90,Seguro,1851.09
560,90,Imposto Importação,62104.63
561,90,ICMS,50503.82
562,90,Armazenagem,1762.92
563,90,Despachante,4534.37
564,91,Frete Internacional,591369.86
565,91,Seguro,66473.33
566,91,Imposto Importação,644218.74
567,91,ICMS,856857.06
568,91,Armazenagem,3590.23
569,91,Despachante,1527.69
570,92,Frete Internacional,14934.71
571,92,Seguro,869.62
572,92,Imposto Importação,7982.4
573,92,ICMS,10331.01
574,92,Armazenagem,5172.02
575,92,Despachante,5571.58
576,93,Frete Internacional,695726.49
577,93,Seguro,10103.55
578,93,Imposto Importação,222995.04
579,93,ICMS,229754.84
580,93,Armazenagem,5650.23
581,93,Demurrage,2094.51
582,93,Despachante,5658.74
583,94,Frete Internacional,47060.68
584,94,Seguro,2249.77
585,94,Imposto Importação,32695.68
586,94,ICMS,65131.69
587,94,Armazenagem,2674.68
588,94,Demurrage,4680.82
589,94,Despachante,1500.84
590,95,Frete Internacional,2620.25
591,95,Seguro,483.13
592,95,Imposto Importação,11328.35
593,95,ICMS,15560.85
594,95,Armazenagem,3812.44
595,95,Demurrage,4331.66
596,95,Despachante,4216.45
597,96,Frete Internacional,34996.96
598,96,Seguro,9089.44
599,96,Imposto Importação,144311.98
600,96,ICMS,110412.22
601,96,Armazenagem,1091.29
602,96,Despachante,2719.64
603,97,Frete Internacional,10968.24
604,97,Seguro,1754.45
605,97,Imposto Importação,64721.87
606,97,ICMS,55814.86
607,97,Armazenagem,3225.36
608,97,Despachante,2415.65
609,98,Frete Internacional,20380.63
610,98,Seguro,1331.27
611,98,Imposto Importação,27091.96
612,98,ICMS,52015.91
613,98,Armazenagem,596.83
614,98,Despachante,1309.25
615,99,Frete Internacional,20538.75
616,99,Seguro,2408.28
617,99,Imposto Importação,42359.9
618,99,ICMS,37139.92
619,99,Armazenagem,830.53
620,99,Despachante,4631.12
621,100,Frete Internacional,12857.12
622,100,Seguro,3641.88
623,100,Imposto Importação,51310.82
624,100,ICMS,50462.74
625,100,Armazenagem,3649.86
626,100,Despachante,3377.53
627,101,Frete Internacional,25412.19
628,101,Seguro,9582.64
629,101,Imposto Importação,94594.31
630,101,ICMS,129030.18
631,101,Armazenagem,3678.76
632,101,Despachante,2243.5
633,102,Frete Internacional,110285.33
634,102,Seguro,6976.84
635,102,Imposto Importação,192461.89
636,102,ICMS,170481.28
637,102,Armazenagem,3172.57
638,102,Despachante,2233.86
639,103,Frete Internacional,286189.17
640,103,Seguro,10187.02
641,103,Imposto Importação,98486.15
642,103,ICMS,170181.78
643,103,Armazenagem,1655.91
644,103,Despachante,1352.86
645,104,Frete Internacional,6333.92
646,104,Seguro,1280.53
647,104,Imposto Importação,39147.64
648,104,ICMS,36011.48
649,104,Armazenagem,2896.85
650,104,Demurrage,2681.25
651,104,Despachante,2084.21
652,105,Frete Internacional,65180.29
653,105,Seguro,2839.4
654,105,Imposto Importação,52037.87
655,105,ICMS,63669.56
656,105,Armazenagem,3930.21
657,105,Despachante,4194.85
658,106,Frete Internacional,37139.17
659,106,Seguro,1343.55
660,106,Imposto Importação,29055.62
661,106,ICMS,34575.93
662,106,Armazenagem,2679.84
663,106,Despachante,3273.87
664,107,Frete Internacional,169971.07
665,107,Seguro,4964.0
666,107,Imposto Importação,60372.16
667,107,ICMS,59152.21
668,107,Armazenagem,3357.15
669,107,Despachante,1390.93
670,108,Frete Internacional,327578.3
671,108,Seguro,16941.71
672,108,Imposto Importação,425139.65
673,108,ICMS,357136.76
674,108,Armazenagem,4458.55
675,108,Despachante,1639.53
676,109,Frete Internacional,80632.9
677,109,Seguro,2380.75
678,109,Imposto Importação,50452.11
679,109,ICMS,45959.54
680,109,Armazenagem,1239.07
681,109,Demurrage,2728.24
682,109,Despachante,1369.15
683,110,Frete Internacional,31057.84
684,110,Seguro,1675.34
685,110,Imposto Importação,42318.5
686,110,ICMS,29934.0
687,110,Armazenagem,4084.76
688,110,Despachante,1583.27
689,111,Frete Internacional,734800.14
690,111,Seguro,14473.51
691,111,Imposto Importação,436005.14
692,111,ICMS,311554.71
693,111,Armazenagem,4293.78
694,111,Despachante,4551.24
695,112,Frete Internacional,20140.73
696,112,Seguro,1397.32
697,112,Imposto Importação,34146.18
698,112,ICMS,30175.23
699,112,Armazenagem,756.66
700,112,Despachante,1757.5
701,113,Frete Internacional,17096.96
702,113,Seguro,2508.67
703,113,Imposto Importação,40431.83
704,113,ICMS,36087.03
705,113,Armazenagem,1183.48
706,113,Despachante,3610.18
707,114,Frete Internacional,244635.99
708,114,Seguro,14997.23
709,114,Imposto Importação,204540.15
710,114,ICMS,277928.03
711,114,Armazenagem,2179.2
712,114,Despachante,2525.72
713,115,Frete Internacional,211257.8
714,115,Seguro,19545.01
715,115,Imposto Importação,251042.95
716,115,ICMS,329232.29
717,115,Armazenagem,3613.18
718,115,Demurrage,7088.8
719,115,Despachante,4159.33
720,116,Frete Internacional,559575.57
721,116,Seguro,28437.96
722,116,Imposto Importação,304067.13
723,116,ICMS,338829.81
724,116,Armazenagem,3501.17
725,116,Despachante,4318.58
726,117,Frete Internacional,7767.67
727,117,Seguro,885.55
728,117,Imposto Importação,13172.45
729,117,ICMS,19674.21
730,117,Armazenagem,1859.72
731,117,Despachante,2257.8
732,118,Frete Internacional,12401207.82
733,118,Seguro,231611.23
734,118,Imposto Importação,1698228.54
735,118,ICMS,2565575.44
736,118,Armazenagem,3013.63
737,118,Despachante,2869.41
738,119,Frete Internacional,381915.47
739,119,Seguro,7874.68
740,119,Imposto Importação,162666.5
741,119,ICMS,137544.86
742,119,Armazenagem,6258.31
743,119,Despachante,4980.05
744,120,Frete Internacional,241484.83
745,120,Seguro,4645.94
746,120,Imposto Importação,77049.83
747,120,ICMS,71875.78
748,120,Armazenagem,6643.8
749,120,Despachante,6111.19
750,121,Frete Internacional,1231907.17
751,121,Seguro,48197.39
752,121,Imposto Importação,395311.74
753,121,ICMS,729678.95
754,121,Armazenagem,650.16
755,121,Despachante,1407.08
756,122,Frete Internacional,7383517.4
757,122,Seguro,75919.02
758,122,Imposto Importação,2440212.58
759,122,ICMS,1702386.86
760,122,Armazenagem,5340.28
761,122,Despachante,5437.5
762,123,Frete Internacional,14401.56
763,123,Seguro,5296.03
764,123,Imposto Importação,134066.33
765,123,ICMS,116699.71
766,123,Armazenagem,1387.52
767,123,Demurrage,1535.66
768,123,Despachante,1540.47
769,124,Frete Internacional,67343.03
770,124,Seguro,5119.67
771,124,Imposto Importação,103862.96
772,124,ICMS,104294.61
773,124,Armazenagem,2677.51
774,124,Despachante,1915.03
775,125,Frete Internacional,6386.21
776,125,Seguro,742.25
777,125,Imposto Importação,8512.81
778,125,ICMS,10912.44
779,125,Armazenagem,2119.98
780,125,Despachante,2012.58
781,126,Frete Internacional,217974.7
782,126,Seguro,18091.04
783,126,Imposto Importação,278418.91
784,126,ICMS,296060.66
785,126,Armazenagem,4172.52
786,126,Despachante,3017.59
787,127,Frete Internacional,3787.9
788,127,Seguro,273.42
789,127,Imposto Importação,5234.22
790,127,ICMS,6100.88
791,127,Armazenagem,2502.73
792,127,Despachante,3189.18
793,128,Frete Internacional,10648.54
794,128,Seguro,3300.82
795,128,Imposto Importação,24095.44
796,128,ICMS,38861.23
797,128,Armazenagem,3781.4
798,128,Despachante,1305.83
799,129,Frete Internacional,335995.24
800,129,Seguro,26301.34
801,129,Imposto Importação,240260.85
802,129,ICMS,328281.12
803,129,Armazenagem,4333.18
804,129,Despachante,2703.73
805,130,Frete Internacional,192257.09
806,130,Seguro,5922.11
807,130,Imposto Importação,125124.74
808,130,ICMS,103419.94
809,130,Armazenagem,1634.6
810,130,Despachante,1630.92
811,131,Frete Internacional,3479192.0
812,131,Seguro,77136.04
813,131,Imposto Importação,846431.51
814,131,ICMS,1656272.28
815,131,Armazenagem,1354.81
816,131,Despachante,4051.5
817,132,Frete Internacional,64402.07
818,132,Seguro,4065.14
819,132,Imposto Importação,106872.77
820,132,ICMS,113163.62
821,132,Armazenagem,992.69
822,132,Despachante,3978.72
823,133,Frete Internacional,45076.75
824,133,Seguro,4518.08
825,133,Imposto Importação,58203.24
826,133,ICMS,78157.76
827,133,Armazenagem,2409.39
828,133,Despachante,3311.61
829,134,Frete Internacional,2630449.78
830,134,Seguro,158414.76
831,134,Imposto Importação,2192856.37
832,134,ICMS,3565794.79
833,134,Armazenagem,4266.4
834,134,Despachante,3021.07
835,135,Frete Internacional,38988.59
836,135,Seguro,4503.88
837,135,Imposto Importação,71149.28
838,135,ICMS,85869.5
839,135,Armazenagem,868.9
840,135,Despachante,3703.5
841,136,Frete Internacional,307247.29
842,136,Seguro,15177.13
843,136,Imposto Importação,340173.29
844,136,ICMS,345127.32
845,136,Armazenagem,3488.58
846,136,Despachante,3469.72
847,137,Frete Internacional,23386.74
848,137,Seguro,1281.8
849,137,Imposto Importação,26609.19
850,137,ICMS,27497.8
851,137,Armazenagem,2241.48
852,137,Despachante,1366.89
853,138,Frete Internacional,284996.63
854,138,Seguro,4346.61
855,138,Imposto Importação,84122.99
856,138,ICMS,147015.4
857,138,Armazenagem,571.88
858,138,Demurrage,2189.16
859,138,Despachante,4764.93
860,139,Frete Internacional,106843.21
861,139,Seguro,23471.15
862,139,Imposto Importação,529343.99
863,139,ICMS,722111.35
864,139,Armazenagem,853.52
865,139,Despachante,1298.17
866,140,Frete Internacional,10318.74
867,140,Seguro,5395.92
868,140,Imposto Importação,83599.68
869,140,ICMS,116253.38
870,140,Armazenagem,899.78
871,140,Despachante,1986.97
872,141,Frete Internacional,115520.58
873,141,Seguro,6000.75
874,141,Imposto Importação,156091.62
875,141,ICMS,131950.38
876,141,Armazenagem,1233.62
877,141,Despachante,2947.39
878,142,Frete Internacional,99149.49
879,142,Seguro,5738.03
880,142,Imposto Importação,114332.87
881,142,ICMS,135110.59
882,142,Armazenagem,2984.71
883,142,Despachante,4193.01
884,143,Frete Internacional,84880.29
885,143,Seguro,11936.82
886,143,Imposto Importação,95758.9
887,143,ICMS,140977.91
888,143,Armazenagem,2718.12
889,143,Despachante,4746.53
890,144,Frete Internacional,37631.3
891,144,Seguro,7593.19
892,144,Imposto Importação,122208.64
893,144,ICMS,193488.54
894,144,Armazenagem,4150.9
895,144,Despachante,3102.99
896,145,Frete Internacional,62632.47
897,145,Seguro,1375.92
898,145,Imposto Importação,38027.36
899,145,ICMS,37895.52
900,145,Armazenagem,996.55
901,145,Demurrage,3468.05
902,145,Despachante,3687.99
903,146,Frete Internacional,99097.57
904,146,Seguro,8606.02
905,146,Imposto Importação,114622.59
906,146,ICMS,146110.7
907,146,Armazenagem,4235.06
908,146,Demurrage,2883.32
909,146,Despachante,4246.73
910,147,Frete Internacional,37085.0
911,147,Seguro,9471.07
